index,level6,level6_4,level5_0,level5,level5_2,level5_3,level5_4,level4_0,level4,level4_2,level4_3,level4_4,level3_0,level3,level3_2,level3_3,level3_4,level2_0,level2,level2_2,level2_3,level2_4,cluster
42,Aircrafts Su-30SM,Su-30SM_multirole_aircraft.jpg,"BRANCH OF THE JSC ""AVIATION HOLDING COMPANY ""SUKHOI"" - KOMSOMOLSKY-ON-AMUR AVIATION PLANT NAMED AFTER YU.A. GAGARIN",KOMSOMOLSKY-ON-AMUR AVIATION PLANT,7740000090,PEKARSH ALEKSANDR IVANOVICH,PEKARSH_ALEKSANDR.jpg,"JSC ""OBEDINENNAYA AVIASTROITELNAYA KORPORACIYA""",OBEDINENNAYA AVIASTROITELNAYA KORPORACIYA,7708619320,SLYUSAR YURY BORISOVICH,SLYUSAR_Yury.jpg,,,,,,"STATE CORPORATION ""ROSTEH""",ROSTEH,7704274402,CHEMEZOV SERGEY VIKTOROVICH,CHEMEZOV_Sergey.jpg,1
43,Aircrafts Su-34 ,Su-34_strike_aircraft.jpg,"BRANCH OF THE JSC ""AVIATION HOLDING COMPANY ""SUKHOI"" - ""NOVOSIBIRSK AVIATION PLANT NAMED V.P. CHKALOV""",NOVOSIBIRSK AVIATION PLANT,7740000090,SMIRNOV SERGEJ ALEKSANDROVICH,SMIRNOV_Sergej.jpg,"JSC ""OBEDINENNAYA AVIASTROITELNAYA KORPORACIYA""",OBEDINENNAYA AVIASTROITELNAYA KORPORACIYA,7708619320,SLYUSAR YURY BORISOVICH,SLYUSAR_Yury.jpg,,,,,,"STATE CORPORATION ""ROSTEH""",ROSTEH,7704274402,CHEMEZOV SERGEY VIKTOROVICH,CHEMEZOV_Sergey.jpg,1
44,"SPA ""Khosta""",120mm_2S34_Khosta.jpg,"CJSC ""SPECIALNOE KONSTRUKTORSKOE BYURO""","SPECIALNOE KONSTRUKTORSKOE BYURO
",5906034720,KALININ VIKTOR ALEXANDROVICH,KALININ_Viktor.jpg,"PJSC SPECIAL MECHANICAL BUILDING AND METALLURGY ""MOTOVILIHINSKIE ZAVODY""",MOTOVILIHINSKIE ZAVODY,5906009273,BERSENEV ANDREJ ALEKSANDROVICH,no_photo.png,"LTD ""RT-KAPITAL""",RT-KAPITAL,7704770859,YAKUBOV SEMEN VALEREVICH,YAKUBOV_SEMEN.jpg,"STATE CORPORATION ""ROSTEH""",ROSTEH,7704274402,CHEMEZOV SERGEY VIKTOROVICH,CHEMEZOV_Sergey.jpg,1
45,"MLR ""Tornado""","
122mm_2B17_Tornado-G.jpg","CJSC ""SPECIALNOE KONSTRUKTORSKOE BYURO""","SPECIALNOE KONSTRUKTORSKOE BYURO
",5906034720,KALININ VIKTOR ALEXANDROVICH,KALININ_Viktor.jpg,"PJSC SPECIAL MECHANICAL BUILDING AND METALLURGY ""MOTOVILIHINSKIE ZAVODY""",MOTOVILIHINSKIE ZAVODY,5906009273,BERSENEV ANDREJ ALEKSANDROVICH,no_photo.png,"LTD ""RT-KAPITAL""",RT-KAPITAL,7704770859,YAKUBOV SEMEN VALEREVICH,YAKUBOV_SEMEN.jpg,"STATE CORPORATION ""ROSTEH""",ROSTEH,7704274402,CHEMEZOV SERGEY VIKTOROVICH,CHEMEZOV_Sergey.jpg,1
46,"MLR ""Grad""",122mm_BM-21_Grad.jpg,"CJSC ""SPECIALNOE KONSTRUKTORSKOE BYURO""","SPECIALNOE KONSTRUKTORSKOE BYURO
",5906034720,KALININ VIKTOR ALEXANDROVICH,KALININ_Viktor.jpg,"PJSC SPECIAL MECHANICAL BUILDING AND METALLURGY ""MOTOVILIHINSKIE ZAVODY""",MOTOVILIHINSKIE ZAVODY,5906009273,BERSENEV ANDREJ ALEKSANDROVICH,no_photo.png,"LTD ""RT-KAPITAL""",RT-KAPITAL,7704770859,YAKUBOV SEMEN VALEREVICH,YAKUBOV_SEMEN.jpg,"STATE CORPORATION ""ROSTEH""",ROSTEH,7704274402,CHEMEZOV SERGEY VIKTOROVICH,CHEMEZOV_Sergey.jpg,1
47,BTR-82A,"

BTR_82.png

","JSC ""ARZAMASSKIJ MASHINOSTROITELNYJ ZAVOD""",ARZAMASSKIJ MASHINOSTROITELNYJ ZAVOD,5243001767,KRASOVITSKY ALEXANDER VLADIMIROVICH,KRASOVITSKY_Alexander.jpg,"LTD ""VOENNO-PROMYSHLENNAYA KOMPANIYA""",VOENNO-PROMYSHLENNAYA KOMPANIYA,7703602065,KRASOVITSKY ALEXANDER VLADIMIROVICH,KRASOVITSKY_Alexander.jpg,"LTD ""GRUPPA IMPULS""",GRUPPA IMPULS,7707199873,PECHENKIN VALERIJ PAVLOVICH,Без фото,DERIPASKA OLEG VLADIMIROVICH,DERIPASKA OLEG VLADIMIROVICH,,DERIPASKA OLEG VLADIMIROVICH,DERIPASKA_Oleg.jpg,10
48,AFV GAZ Tigr,"GAZ_Tigr.jpg

","JSC ""ARZAMASSKIJ MASHINOSTROITELNYJ ZAVOD""",ARZAMASSKIJ MASHINOSTROITELNYJ ZAVOD,5243001767,KRASOVITSKY ALEXANDER VLADIMIROVICH,KRASOVITSKY_Alexander.jpg,"LTD ""VOENNO-PROMYSHLENNAYA KOMPANIYA""",VOENNO-PROMYSHLENNAYA KOMPANIYA,7703602065,KRASOVITSKY ALEXANDER VLADIMIROVICH,KRASOVITSKY_Alexander.jpg,"LTD ""GRUPPA IMPULS""",GRUPPA IMPULS,7707199873,PECHENKIN VALERIJ PAVLOVICH,Без фото,DERIPASKA OLEG VLADIMIROVICH,DERIPASKA OLEG VLADIMIROVICH,,DERIPASKA OLEG VLADIMIROVICH,DERIPASKA_Oleg.jpg,10
49,AFV GAZ Tigr-M,"
GAZ_Tigr-M.jpg","JSC ""ARZAMASSKIJ MASHINOSTROITELNYJ ZAVOD""",ARZAMASSKIJ MASHINOSTROITELNYJ ZAVOD,5243001767,KRASOVITSKY ALEXANDER VLADIMIROVICH,KRASOVITSKY_Alexander.jpg,"LTD ""VOENNO-PROMYSHLENNAYA KOMPANIYA""",VOENNO-PROMYSHLENNAYA KOMPANIYA,7703602065,KRASOVITSKY ALEXANDER VLADIMIROVICH,KRASOVITSKY_Alexander.jpg,"LTD ""GRUPPA IMPULS""",GRUPPA IMPULS,7707199873,PECHENKIN VALERIJ PAVLOVICH,Без фото,DERIPASKA OLEG VLADIMIROVICH,DERIPASKA OLEG VLADIMIROVICH,,DERIPASKA OLEG VLADIMIROVICH,DERIPASKA_Oleg.jpg,10
50,BREM-K,"
BREM-K.jpg","JSC ""ARZAMASSKIJ MASHINOSTROITELNYJ ZAVOD""",ARZAMASSKIJ MASHINOSTROITELNYJ ZAVOD,5243001767,KRASOVITSKY ALEXANDER VLADIMIROVICH,KRASOVITSKY_Alexander.jpg,"LTD ""VOENNO-PROMYSHLENNAYA KOMPANIYA""",VOENNO-PROMYSHLENNAYA KOMPANIYA,7703602065,KRASOVITSKY ALEXANDER VLADIMIROVICH,KRASOVITSKY_Alexander.jpg,"LTD ""GRUPPA IMPULS""",GRUPPA IMPULS,7707199873,PECHENKIN VALERIJ PAVLOVICH,Без фото,DERIPASKA OLEG VLADIMIROVICH,DERIPASKA OLEG VLADIMIROVICH,,DERIPASKA OLEG VLADIMIROVICH,DERIPASKA_Oleg.jpg,10
51,Trucks,GAZ-3308.jpg,"Ltd ""KOMMERCHESKIE AVTOMOBILI - GRUPPA GAZ""",GRUPPA GAZ,5256051148,SOROKIN VADIM NIKOLAEVICH,SOROKIN_VADIM.jpeg,"""GROUP GAZ"" MANAGEMENT COMPANY LTD",GROUP GAZ,7730522644,ZOLOTAREV ALEKSANDR VASILEVICH,no_photo.png,,,,,,DERIPASKA OLEG VLADIMIROVICH,DERIPASKA OLEG VLADIMIROVICH,,DERIPASKA OLEG VLADIMIROVICH,DERIPASKA_Oleg.jpg,10
52,AFV GAZ Tigr,"GAZ_Tigr.jpg
","Ltd ""KOMMERCHESKIE AVTOMOBILI - GRUPPA GAZ""",GRUPPA GAZ,5256051148,SOROKIN VADIM NIKOLAEVICH,SOROKIN_VADIM.jpeg,"""GROUP GAZ"" MANAGEMENT COMPANY LTD",GROUP GAZ,7730522644,ZOLOTAREV ALEKSANDR VASILEVICH,no_photo.png,,,,,,DERIPASKA OLEG VLADIMIROVICH,DERIPASKA OLEG VLADIMIROVICH,,DERIPASKA OLEG VLADIMIROVICH,DERIPASKA_Oleg.jpg,10
53,AFV GAZ Tigr-M,"
GAZ_Tigr-M.jpg","Ltd ""KOMMERCHESKIE AVTOMOBILI - GRUPPA GAZ""",GRUPPA GAZ,5256051148,SOROKIN VADIM NIKOLAEVICH,SOROKIN_VADIM.jpeg,"""GROUP GAZ"" MANAGEMENT COMPANY LTD",GROUP GAZ,7730522644,ZOLOTAREV ALEKSANDR VASILEVICH,no_photo.png,,,,,,DERIPASKA OLEG VLADIMIROVICH,DERIPASKA OLEG VLADIMIROVICH,,DERIPASKA OLEG VLADIMIROVICH,DERIPASKA_Oleg.jpg,10
54,"AFV GAZ-3344-20 ""Aleut""",GAZ-3344-20_Aleut.jpg,"CJSC ""ZAVOLZHSKIJ ZAVOD GUSENICHNYH TYAGACHEJ""",ZAVOLZHSKIJ ZAVOD GUSENICHNYH TYAGACHEJ,5248031980,ZHUNIN MIHAIL VLADIMIROVICH,no_photo.png,"LTD ""RM - TEREKS""",RM - TEREKS,7707533574,GALKOVSKIJ EVGENIJ MIHAJLOVICH,no_photo.png,"JSC ""OBEDINENNAYA MASHINOSTROITELNAYA GRUPPA""",OBEDINENNAYA MASHINOSTROITELNAYA GRUPPA,7722470978,STREZHNEV DMITRY STEPANOVICH,STREZHNEV_Dmitry.jpg,MIDSTREAM GROUP LIMITED ,MIDSTREAM GROUP LIMITED ,ΗΕ351903,,,3
55,R-330ZH Zhitel,R-330ZH Zhitel.jpg,"JSC SCIENTIFIC AND INTRODUCTION ENTERPRISE ""PROTEK""",PROTEK,3665017521,SHUVAEV VLADIMIR ANDREEVICH,no_photo.png,"LTD ""EGO-HOLDING'",EGO-HOLDING,7804070635,CVETKOVA IRINA LVIVNA,no_photo.png,,,,,,,,,,,7
56,Eleron-3 UAV,Eleron-3_reconnaissance_UAV.jpg,"CJSC ""ENIKS""",ENIKS,1661009974,POBEZHIMOV VALERIJ NIKOLAEVICH,POBEZHIMOV_VALERIJ.jpg,,,,,,,,,,,,,,,,8
57,RKhM-6 Povozka ,RKhM-6_Povozka.jpg,"PJSC ""ZAVOD TULA""",ZAVOD TULA,7104002862,BUHAL VIKTOR MIHAJLOVICH,no_photo.png,,,,,,,,,,,,,,,,9
58,APE-5 command post,APE-5_command_post.jpg,"JSC ""NAUCHNO-PROIZVODSTVENNOE OBEDINENIE RUSSKIE BAZOVYE INFORMACIONNYE TEHNOLOGII""",RUSSKIE BAZOVYE INFORMACIONNYE TEHNOLOGII,7726604816,KABANKOV PAVEL YUREVICH,no_photo.png,,,,,,,,,,,,,,,,11
59,Project 03160 Raptor,Project_03160_Raptor_class_patrol_boat.jpg,"JSC ""LENINGRADSKIJ SUDOSTROITELNYJ ZAVOD ""PELLA""",PELLA,4706000296,CATUROV GAREGIN GERBERTOVICH,CATUROV_GAREGIN.jpg,,,,,,,,,,,,,,,,12
60,Orlan-10 UAV,Orlan-10_reconnaissance_UAV.jpg,"Ltd ""SPECIALNYJ TEHNOLOGICHESKIJ CENTR""",Special Technological Center Ltd,7802170553,AGAFONNIKOV ROMAN DMITRIEVICH,no_photo.png,,,,,,,,,,,,,,,,13
61,Project 11770 Serna,Project_11770_Serna_class_landing_craft.png,"JSC ""VOSTOCHNAIA VERF""",VOSTOCHNAIA VERF,2537009643,ZUBAKHIN OLEG VIKTOROVICH,ZUBAKHIN_Oleg.jpg,,,,,,,,,,,,,,,,14
62,Project 11770  Serna,Project_11770_Serna_class_landing_craft.png,"Central Design 
Bureau named after 
R.E. Alekseev","Central Design 
Bureau named after 
R.E. Alekseev",5263001420 ,ITALIANSEV SERGEII ANATOLIEVICH,ITALIANSEV_Sergeii.jpg,,,,,,,,,,,,,,,,15
